Device (ID),Command ID,Element ID,Class Type,Arg ID,Value,Limit Min,Limit Max,Hints,,
ENGINE_INTERFACE(3),3090,OP-COLL-THROTTLE-PTR,LEV,0,0,-1,1,Collective (LMB press, hold and move) / Throttle (RMB press, hold and move)
ENGINE_INTERFACE(3),3091,OP-COLL-THROTTLE-PTR,LEV,0,0,-1,1,Collective (LMB press, hold and move) / Throttle (RMB press, hold and move)
EUCALYPT_M24(51),3001,EUCAL-CHANNEL-PTR,TUMB,337,-0.1,0,0.9,Eucalypt-M24 Channel Select,,
EUCALYPT_M24(51),3001,EUCAL-CHANNEL-PTR,TUMB,337,0.1,0,0.9,Eucalypt-M24 Channel Select,,
EUCALYPT_M24(51),3002,EUCAL-VOLUME-PTR,LEV,339,0,0,1,Eucalypt-M24 Volume,,
EUCALYPT_M24(51),3003,EUCAL-ASY-PTR,BTN,340,1,0,1,Eucalypt-M24 ASU,,
EUCALYPT_M24(51),3004,EUCAL-PSH-PTR,TUMB,341,-1,0,1,Eucalypt-M24 Squelch ON/OFF,,
EUCALYPT_M24(51),3004,EUCAL-PSH-PTR,TUMB,341,1,0,1,Eucalypt-M24 Squelch ON/OFF,,
EUCALYPT_M24(51),3005,R828-ON-OFF-PTR,TUMB,373,-1,0,1,Eucalypt-M24 ON/OFF,,
EUCALYPT_M24(51),3005,R828-ON-OFF-PTR,TUMB,373,1,0,1,Eucalypt-M24 ON/OFF,,
EXT_CARGO_EQUIPMENT(61),3001,COLLECTIVE-CARGO-TACT-PTR,BTN,752,1,0,1,Tactical Cargo Release Button - Push to release,,
EXT_CARGO_EQUIPMENT(61),3002,COLLECTIVE-CARGO-TACT-COVER-PTR,TUMB,751,-1,0,1,Tactical Cargo Release Button Cover, OPEN/CLOSE,
EXT_CARGO_EQUIPMENT(61),3002,COLLECTIVE-CARGO-TACT-COVER-PTR,TUMB,751,1,0,1,Tactical Cargo Release Button Cover, OPEN/CLOSE,
EXT_CARGO_EQUIPMENT(61),3004,COLLECTIVE-CARGO-EMER-COVER-PTR,TUMB,748,-1,0,1,Emergency Cargo Release Button Cover, OPEN/CLOSE,
EXT_CARGO_EQUIPMENT(61),3004,COLLECTIVE-CARGO-EMER-COVER-PTR,TUMB,748,1,0,1,Emergency Cargo Release Button Cover, OPEN/CLOSE,
EXT_CARGO_EQUIPMENT(61),3005,OP-COLL-CARGO-DROP-PTR,BTN,863,1,0,1,Emergency Cargo Release Button - Push to release,,
EXT_CARGO_EQUIPMENT(61),3006,OP-COLL-CARGO-DROP-COVER-PTR,TUMB,862,-1,0,1,Emergency Cargo Release Button Cover, OPEN/CLOSE,
EXT_CARGO_EQUIPMENT(61),3006,OP-COLL-CARGO-DROP-COVER-PTR,TUMB,862,1,0,1,Emergency Cargo Release Button Cover, OPEN/CLOSE,
EXT_CARGO_EQUIPMENT(61),3007,EXTCARGO-AUTOLOCK-PTR,TUMB,199,-1,0,1,External Cargo Automatic Dropping, ON/OFF,
EXT_CARGO_EQUIPMENT(61),3007,EXTCARGO-AUTOLOCK-PTR,TUMB,199,1,0,1,External Cargo Automatic Dropping, ON/OFF,
EXT_CARGO_EQUIPMENT(61),3008,EXTCARGO-EXT-RETR-PTR,TUMB,198,-1,0,1,External Cargo Remove Release, ON/OFF,
EXT_CARGO_EQUIPMENT(61),3008,EXTCARGO-EXT-RETR-PTR,TUMB,198,1,0,1,External Cargo Remove Release, ON/OFF,
EXT_LIGHTS_SYSTEM(15),3001,TAXILIGHT-PTR,TUMB,34,-1,0,1,Taxi LT Switch, ON/OFF,
EXT_LIGHTS_SYSTEM(15),3001,TAXILIGHT-PTR,TUMB,34,1,0,1,Taxi LT Switch, ON/OFF,
EXT_LIGHTS_SYSTEM(15),3002,TAXILIGHT-OP-PTR,TUMB,686,-1,0,1,Operator Taxi LT Switch, ON/OFF,
EXT_LIGHTS_SYSTEM(15),3002,TAXILIGHT-OP-PTR,TUMB,686,1,0,1,Operator Taxi LT Switch, ON/OFF,
EXT_LIGHTS_SYSTEM(15),3003,NAVLIGHT-BRIGHT-DIM-OFF-PTR,TUMB,207,-1,-1,1,Navigation Lights Switch, BRIGHT/OFF/DIM,
EXT_LIGHTS_SYSTEM(15),3003,NAVLIGHT-BRIGHT-DIM-OFF-PTR,TUMB,207,1,-1,1,Navigation Lights Switch, BRIGHT/OFF/DIM,
EXT_LIGHTS_SYSTEM(15),3004,CODE-NAVLIGHT-PTR,BTN,35,1,0,1,Navigation Lights Code Button,,
EXT_LIGHTS_SYSTEM(15),3005,FORMATION-LIGHTS-PTR,TUMB,414,-1,-1,1,Formation Lights Switch, BRIGHT/OFF/DIM,
EXT_LIGHTS_SYSTEM(15),3005,FORMATION-LIGHTS-PTR,TUMB,414,1,-1,1,Formation Lights Switch, BRIGHT/OFF/DIM,
EXT_LIGHTS_SYSTEM(15),3006,ROTOR-LIGHTS-PTR,TUMB,415,-1,0,1,Tip Lights Switch, ON/OFF,
EXT_LIGHTS_SYSTEM(15),3006,ROTOR-LIGHTS-PTR,TUMB,415,1,0,1,Tip Lights Switch, ON/OFF,
EXT_LIGHTS_SYSTEM(15),3007,STROBE-TAIL-PTR,TUMB,417,-1,0,1,Strobe Light Switch, ON/OFF,
EXT_LIGHTS_SYSTEM(15),3007,STROBE-TAIL-PTR,TUMB,417,1,0,1,Strobe Light Switch, ON/OFF,
EXT_LIGHTS_SYSTEM(15),3008,TAXILIGHT-RETR-PTR,TUMB,208,-1,-1,1,LND LT Control-Off-Retract switch,,
EXT_LIGHTS_SYSTEM(15),3008,TAXILIGHT-RETR-PTR,TUMB,208,1,-1,1,LND LT Control-Off-Retract switch,,
EXT_LIGHTS_SYSTEM(15),3011,CONTROL-HEADLIGHT-OP-PTR,TUMB,669,-1,0,1,LND Light Assumed Switch, ON/OFF,
EXT_LIGHTS_SYSTEM(15),3011,CONTROL-HEADLIGHT-OP-PTR,TUMB,669,1,0,1,LND Light Assumed Switch, ON/OFF,
EXT_LIGHTS_SYSTEM(15),3012,CONTROL-HEADLIGHT-OP-COVER-PTR,TUMB,668,-1,0,1,LND Light Assumed Switch Cover, OPEN/CLOSE,
EXT_LIGHTS_SYSTEM(15),3012,CONTROL-HEADLIGHT-OP-COVER-PTR,TUMB,668,1,0,1,LND Light Assumed Switch Cover, OPEN/CLOSE,
FIRE_EXTING_INTERFACE(13),3001,FIRE-1-L-ENG-PTR,BTN,502,1,0,1,Extinguish Left Engine 1,,
FIRE_EXTING_INTERFACE(13),3002,FIRE-2-L-ENG-PTR,BTN,504,1,0,1,Extinguish Left Engine 2,,
FIRE_EXTING_INTERFACE(13),3003,FIRE-1-R-ENG-PTR,BTN,498,1,0,1,Extinguish Right Engine 1,,
FIRE_EXTING_INTERFACE(13),3004,FIRE-2-R-ENG-PTR,BTN,500,1,0,1,Extinguish Right Engine 2,,
FIRE_EXTING_INTERFACE(13),3005,FIRE-1-APU-PTR,BTN,494,1,0,1,Extinguish APU 1,,
FIRE_EXTING_INTERFACE(13),3006,FIRE-2-APU-PTR,BTN,496,1,0,1,Extinguish APU 2,,
FIRE_EXTING_INTERFACE(13),3007,FIRE-1-REDUCER-PTR,BTN,490,1,0,1,Extinguish Gearbox 1,,
FIRE_EXTING_INTERFACE(13),3008,FIRE-2-REDUCER-PTR,BTN,492,1,0,1,Extinguish Gearbox 2,,
FIRE_EXTING_INTERFACE(13),3009,FIRE-ALARM-OFF-PTR,BTN,488,1,0,1,Turn Off Fire Signal Button,,
FIRE_EXTING_INTERFACE(13),3010,EXTINGUISH-CONTROL-PTR,TUMB,482,-1,0,1,Extinguisher Control Switch EXING/CNTRL,,
FIRE_EXTING_INTERFACE(13),3010,EXTINGUISH-CONTROL-PTR,TUMB,482,1,0,1,Extinguisher Control Switch EXING/CNTRL,,
FIRE_EXTING_INTERFACE(13),3011,FIRE-PYRO-CHANNEL-PTR,BTN,486,-1,-1,0,Fire Extinguisher Squib Control,,
FIRE_EXTING_INTERFACE(13),3012,FIRE-PYRO-CHANNEL-PTR,BTN,486,1,0,1,Fire Extinguisher Squib Control,,
FIRE_EXTING_INTERFACE(13),3013,FIRE-SENSOR-CHANNEL-PTR1,TUMB,484,-0.1,0,0.3,Fire Extinguisher Sensor Cnannel OFF/1/2/3,,
FIRE_EXTING_INTERFACE(13),3013,FIRE-SENSOR-CHANNEL-PTR1,TUMB,484,0.1,0,0.3,Fire Extinguisher Sensor Cnannel OFF/1/2/3,,
FIRE_EXTING_INTERFACE(13),3014,FIRE-POWER-PTR,TUMB,487,-1,0,1,Fire Extinguisher Power ON/OFF,,
FIRE_EXTING_INTERFACE(13),3014,FIRE-POWER-PTR,TUMB,487,1,0,1,Fire Extinguisher Power ON/OFF,,
FM_PROXY(37),3001,STATIC-VALVE-PTR,TUMB,520,-1,-1,1,Static valve sensor select LEFT/BOTH/RIGHT,,
FM_PROXY(37),3001,STATIC-VALVE-PTR,TUMB,520,1,-1,1,Static valve sensor select LEFT/BOTH/RIGHT,,
FUELSYS_INTERFACE(2),3001,TANK-1-PTR,TUMB,408,-1,0,1,Tank 1 Pump, ON/OFF,
FUELSYS_INTERFACE(2),3001,TANK-1-PTR,TUMB,408,1,0,1,Tank 1 Pump, ON/OFF,
FUELSYS_INTERFACE(2),3004,TANK-2-PTR,TUMB,410,-1,0,1,Tank 2 Pump, ON/OFF,
FUELSYS_INTERFACE(2),3004,TANK-2-PTR,TUMB,410,1,0,1,Tank 2 Pump, ON/OFF,
FUELSYS_INTERFACE(2),3007,TANK-4-PTR,TUMB,404,-1,0,1,Tank 4 Pump, ON/OFF,
FUELSYS_INTERFACE(2),3007,TANK-4-PTR,TUMB,404,1,0,1,Tank 4 Pump, ON/OFF,
FUELSYS_INTERFACE(2),3010,TANK-5-PTR,TUMB,406,-1,0,1,Tank 5 Pump, ON/OFF,
FUELSYS_INTERFACE(2),3010,TANK-5-PTR,TUMB,406,1,0,1,Tank 5 Pump, ON/OFF,
FUELSYS_INTERFACE(2),3013,EXT-TANKS-PTR,TUMB,411,-1,0,1,External Tanks, OPEN/CLOSE,
FUELSYS_INTERFACE(2),3013,EXT-TANKS-PTR,TUMB,411,1,0,1,External Tanks, OPEN/CLOSE,
FUELSYS_INTERFACE(2),3016,FIRE-VALVE-LEFT-PTR,TUMB,397,-1,0,1,Left Engine Fire Valve, OPEN/CLOSE,
FUELSYS_INTERFACE(2),3016,FIRE-VALVE-LEFT-PTR,TUMB,397,1,0,1,Left Engine Fire Valve, OPEN/CLOSE,
FUELSYS_INTERFACE(2),3019,FIRE-VALVE-LEFT-COVER-PTR,TUMB,396,-1,0,1,Left Engine Fire Valve Cover, UP/DOWN,
FUELSYS_INTERFACE(2),3019,FIRE-VALVE-LEFT-COVER-PTR,TUMB,396,1,0,1,Left Engine Fire Valve Cover, UP/DOWN,
FUELSYS_INTERFACE(2),3022,FIRE-VALVE-RIGHT-PTR,TUMB,400,-1,0,1,Right Engine Fire Valve, OPEN/CLOSE,
FUELSYS_INTERFACE(2),3022,FIRE-VALVE-RIGHT-PTR,TUMB,400,1,0,1,Right Engine Fire Valve, OPEN/CLOSE,
FUELSYS_INTERFACE(2),3025,FIRE-VALVE-RIGHT-COVER-PTR,TUMB,399,-1,0,1,Right Engine Fire Valve Cover, UP/DOWN,
FUELSYS_INTERFACE(2),3025,FIRE-VALVE-RIGHT-COVER-PTR,TUMB,399,1,0,1,Right Engine Fire Valve Cover, UP/DOWN,
FUELSYS_INTERFACE(2),3028,FUEL-DELIM-PTR,TUMB,402,-1,0,1,Fuel Delimiter Valve, OPEN/CLOSE,
FUELSYS_INTERFACE(2),3028,FUEL-DELIM-PTR,TUMB,402,1,0,1,Fuel Delimiter Valve, OPEN/CLOSE,
FUELSYS_INTERFACE(2),3031,FEED-TANK-1-PTR,TUMB,392,-1,0,1,Feed Tank 1 Valve Switch, OPEN/CLOSE,
FUELSYS_INTERFACE(2),3031,FEED-TANK-1-PTR,TUMB,392,1,0,1,Feed Tank 1 Valve Switch, OPEN/CLOSE,
FUELSYS_INTERFACE(2),3034,FEED-TANK-2-PTR,TUMB,394,-1,0,1,Feed Tank 2 Valve Switch, OPEN/CLOSE,
FUELSYS_INTERFACE(2),3034,FEED-TANK-2-PTR,TUMB,394,1,0,1,Feed Tank 2 Valve Switch, OPEN/CLOSE,
FUELSYS_INTERFACE(2),3037,FUEL-METER-KNOB-PTR,TUMB,191,-0.166666667,0,1,Select tank for fuel meter,,
FUELSYS_INTERFACE(2),3037,FUEL-METER-KNOB-PTR,TUMB,191,0.166666667,0,1,Select tank for fuel meter,,
FUELSYS_INTERFACE(2),3040,FUEL-METER-H-BUTTON-PTR,BTN,524,1,0,1,Fuel meter test low,,
FUELSYS_INTERFACE(2),3042,FUEL-METER-P-BUTTON-PTR,BTN,526,1,0,1,Fuel meter test high,,
GREBEN(27),3001,GREBEN-ON-PFF-PTR,TUMB,367,-1,0,1,Greben' ON/OFF,,
GREBEN(27),3001,GREBEN-ON-PFF-PTR,TUMB,367,1,0,1,Greben' ON/OFF,,
GREBEN(27),3004,GREBEN-LATITUDE-PTR,LEV,448,0,0,1,Greben Set Latitude,,
GREBEN(27),3007,GREBEN-MATCH-PTR,BTN,450,1,0,1,Greben Match,,
GREBEN(27),3009,GREBEN-MODE-PTR,TUMB,449,-1,-1,1,Greben' mode ZK/GPK/MK,,
GREBEN(27),3009,GREBEN-MODE-PTR,TUMB,449,1,-1,1,Greben' mode ZK/GPK/MK,,
GREBEN(27),3012,GREBEN-SETUP-PTR,TUMB,451,-1,0,1,Greben' mode SETUP/OPER,,
GREBEN(27),3012,GREBEN-SETUP-PTR,TUMB,451,1,0,1,Greben' mode SETUP/OPER,,
GREBEN(27),3015,RMI-COURSE-KNOB-PTR,LEV,858,0,0,1,Course setter,,
G_Meter(53),3001,GFORCE-RESET-PTR,BTN,947,1,0,1,Accelerometer Reset Button - Push to reset,,
HELPER_AI(30),3011,OP-COLL-ENGAGE-PTR,BTN,865,1,0,1,Engage Stick,,
HELPER_AI(30),3012,OP-STICK-DISENGAGE-PTR,BTN,859,1,0,1,Disengage Stick,,
HELPER_AI(30),3013,OP-STICK-DISENGAGE-COVER-PTR,TUMB,857,-1,0,1,Disengage Stick Cover,,
HELPER_AI(30),3013,OP-STICK-DISENGAGE-COVER-PTR,TUMB,857,1,0,1,Disengage Stick Cover,,
HYDRO_SYS_INTERFACE(4),3001,HYDRO-MAIN-SECOND-PTR,TUMB,217,-1,0,1,Main/Auxiliary Hydraulic Switch, MAIN/AUXILIARY,
HYDRO_SYS_INTERFACE(4),3001,HYDRO-MAIN-SECOND-PTR,TUMB,217,1,0,1,Main/Auxiliary Hydraulic Switch, MAIN/AUXILIARY,
HYDRO_SYS_INTERFACE(4),3002,HYDRO-MAIN-SECOND-COVER-PTR,TUMB,216,-1,0,1,Main/Auxiliary Hydraulic Switch Cover, UP/DOWN,
HYDRO_SYS_INTERFACE(4),3002,HYDRO-MAIN-SECOND-COVER-PTR,TUMB,216,1,0,1,Main/Auxiliary Hydraulic Switch Cover, UP/DOWN,
HYDRO_SYS_INTERFACE(4),3003,LANDING-GEAR-MAIN-BACKUP-PTR,TUMB,219,-1,0,1,Main/Reserve Gear Hydraulic Switch, MAIN/RESERVE,
HYDRO_SYS_INTERFACE(4),3003,LANDING-GEAR-MAIN-BACKUP-PTR,TUMB,219,1,0,1,Main/Reserve Gear Hydraulic Switch, MAIN/RESERVE,
HYDRO_SYS_INTERFACE(4),3004,LANDING-GEAR-MAIN-BACKUP-COVER-PTR,TUMB,218,-1,0,1,Main/Reserve Gear Hydraulic Switch Cover, UP/DOWN,
HYDRO_SYS_INTERFACE(4),3004,LANDING-GEAR-MAIN-BACKUP-COVER-PTR,TUMB,218,1,0,1,Main/Reserve Gear Hydraulic Switch Cover, UP/DOWN,
HYDRO_SYS_INTERFACE(4),3005,HYDRO-BACKUP-OFF-PTR,BTN,213,1,0,1,Auxiliary Disable Button,,
HYDRO_SYS_INTERFACE(4),3006,HYDRO-BACKUP-OFF-COVER-PTR,TUMB,215,-1,0,1,Auxiliary Disable Button Cover, UP/DOWN,
HYDRO_SYS_INTERFACE(4),3006,HYDRO-BACKUP-OFF-COVER-PTR,TUMB,215,1,0,1,Auxiliary Disable Button Cover, UP/DOWN,
HYDRO_SYS_INTERFACE(4),3007,PEDAL-DAMPER-COVER-PTR,TUMB,290,-1,0,1,Pedal Damper, ON/OFF,
HYDRO_SYS_INTERFACE(4),3007,PEDAL-DAMPER-COVER-PTR,TUMB,290,1,0,1,Pedal Damper, ON/OFF,
HYDRO_SYS_INTERFACE(4),3008,PEDAL-DAMPER-COVER-PTR-PTR,TUMB,289,-1,0,1,Pedal Damper Cover, UP/DOWN,
HYDRO_SYS_INTERFACE(4),3008,PEDAL-DAMPER-COVER-PTR-PTR,TUMB,289,1,0,1,Pedal Damper Cover, UP/DOWN,
HYDRO_SYS_INTERFACE(4),3009,PEDAL-DAMPER-OP-PTR,TUMB,667,-1,0,1,Pedal Damper, ON/OFF,
HYDRO_SYS_INTERFACE(4),3009,PEDAL-DAMPER-OP-PTR,TUMB,667,1,0,1,Pedal Damper, ON/OFF,
HYDRO_SYS_INTERFACE(4),3010,PEDAL-DAMPER-OP-COVER-PTR,TUMB,666,-1,0,1,Pedal Damper Cover, UP/DOWN,
HYDRO_SYS_INTERFACE(4),3010,PEDAL-DAMPER-OP-COVER-PTR,TUMB,666,1,0,1,Pedal Damper Cover, UP/DOWN,
HYDRO_SYS_INTERFACE(4),3011,CONTROL-PRIORITY-PTR,TUMB,48,-1,0,1,Control Assumed Switch Cover, ON/OFF,
HYDRO_SYS_INTERFACE(4),3011,CONTROL-PRIORITY-PTR,TUMB,48,1,0,1,Control Assumed Switch Cover, ON/OFF,
HYDRO_SYS_INTERFACE(4),3012, CONTROL-COVER-PRIORITY-PTR,TUMB,47,-1,0,1,Control Assumed Switch Cover, UP/DOWN,
HYDRO_SYS_INTERFACE(4),3012, CONTROL-COVER-PRIORITY-PTR,TUMB,47,1,0,1,Control Assumed Switch Cover, UP/DOWN,
I9K113(7),3001,PK-PN-POWER-PTR,TUMB,885,-1,0,1,Sight Power Switch,,
I9K113(7),3001,PK-PN-POWER-PTR,TUMB,885,1,0,1,Sight Power Switch,,
I9K113(7),3002,PK-OBSERVE-PTR,TUMB,886,-1,0,1,OBSERVE,,
I9K113(7),3002,PK-OBSERVE-PTR,TUMB,886,1,0,1,OBSERVE,,
I9K113(7),3003,PK-DIAPH-PTR,TUMB,887,-1,0,1,DIAFR Open,,
I9K113(7),3003,PK-DIAPH-PTR,TUMB,887,1,0,1,DIAFR Open,,
I9K113(7),3004,PK-LOCK-PTR,TUMB,912,-1,0,1,LOCK ARU,,
I9K113(7),3004,PK-LOCK-PTR,TUMB,912,1,0,1,LOCK ARU,,
I9K113(7),3005,PK-SSP-PTR,TUMB,913,-1,0,1,SSP On,,
I9K113(7),3005,PK-SSP-PTR,TUMB,913,1,0,1,SSP On,,
I9K113(7),3006,PK-IMIT-GENER-PTR,TUMB,910,-1,0,1,GENERATOR-IMIT,,
I9K113(7),3006,PK-IMIT-GENER-PTR,TUMB,910,1,0,1,GENERATOR-IMIT,,
I9K113(7),3007,PK-CHECK-PTR,TUMB,905,-1,-1,1,CHECK2-NEUTR-CHECK1,,
I9K113(7),3007,PK-CHECK-PTR,TUMB,905,1,-1,1,CHECK2-NEUTR-CHECK1,,
I9K113(7),3008,WEAP-JETTISON-SPECIAL-OP-COVER-PTR002,TUMB,903,-1,0,1,WORK-CHECK,,
I9K113(7),3008,WEAP-JETTISON-SPECIAL-OP-COVER-PTR002,TUMB,903,1,0,1,WORK-CHECK,,
I9K113(7),3009,PK-WORK-CHECK-PTR,TUMB,899,-0.1,0,0.4,BVK Set,,
I9K113(7),3009,PK-WORK-CHECK-PTR,TUMB,899,0.1,0,0.4,BVK Set,,
I9K113(7),3010,PK-LAUNCH-PTR,BTN,911,1,0,1,Start PM,,
I9K113(7),3011,L166V-SWITCH-PTR,TUMB,870,-1,-1,1,Lamps Check,,
I9K113(7),3011,L166V-SWITCH-PTR,TUMB,870,1,-1,1,Lamps Check,,
I9K113(7),3012,SHTV-IN-OUT-PTR,TUMB,934,-1,0,1,Switcher IN-OUT,,
I9K113(7),3012,SHTV-IN-OUT-PTR,TUMB,934,1,0,1,Switcher IN-OUT,,
I9K113(7),3013,SHTV-CODE-PTR,TUMB,935,-1,0,1,Switcher CODE1-CODE2,,
I9K113(7),3013,SHTV-CODE-PTR,TUMB,935,1,0,1,Switcher CODE1-CODE2,,
I9K113(7),3014,SHTV-CHECK-VALUE-PTR,TUMB,933,-1,0,1,Switcher 0 - 0.4,,
I9K113(7),3014,SHTV-CHECK-VALUE-PTR,TUMB,933,1,0,1,Switcher 0 - 0.4,,
I9K113(7),3015,SHTV-CHECK-PTR,BTN,931,1,0,1,Checking,,
I9K113(7),3016,SHTV-HIGH-K-PTR,BTN,875,1,0,1,High K,,
I9K113(7),3017,SHTV-LAMP-CHECK-PTR,BTN,932,1,0,1,Lamps Check,,
I9K113(7),3018,WEAP-MISSILES-SIGHT-HEATING-OP-PTR,TUMB,775,-1,0,1,Sight Doors,,
I9K113(7),3018,WEAP-MISSILES-SIGHT-HEATING-OP-PTR,TUMB,775,1,0,1,Sight Doors,,
I9K113(7),3021,OP-SIGHT-SCOPE-PTR,TUMB,871,-1,0,1,Zoom In-Out,,
I9K113(7),3021,OP-SIGHT-SCOPE-PTR,TUMB,871,1,0,1,Zoom In-Out,,
I9K113(7),3022,OP-SIGHT-ORANGE-PTR,TUMB,872,-1,0,1,Orange Filter,,
I9K113(7),3022,OP-SIGHT-ORANGE-PTR,TUMB,872,1,0,1,Orange Filter,,
I9K113(7),3023,OP-SIGHT-ANTILASER-PTR,TUMB,873,-1,0,1,Laser Filter,,
I9K113(7),3023,OP-SIGHT-ANTILASER-PTR,TUMB,873,1,0,1,Laser Filter,,
I9K113(7),3062,PK-LIGHT-PTR,TUMB,884,-1,0,1,Backlight,,
I9K113(7),3062,PK-LIGHT-PTR,TUMB,884,1,0,1,Backlight,,
I9K113(7),3064,PK-HEATING-PTR,TUMB,890,-1,0,1,Sight Heating,,
I9K113(7),3064,PK-HEATING-PTR,TUMB,890,1,0,1,Sight Heating,,
I9K113(7),3067,PTR-STICK-STOW-1026,TUMB,0,-1,0,1,Push to Park/Unpark Operators Stick,,
I9K113(7),3067,PTR-STICK-STOW-1026,TUMB,0,1,0,1,Push to Park/Unpark Operators Stick,,
IFF(57),3001,DEV6201-CODE-PTR,TUMB,334,-0.333333333,0,1,IFF Transponder Mode Selector Switch, AUTO/KD/+-15/KP,
IFF(57),3001,DEV6201-CODE-PTR,TUMB,334,0.333333333,0,1,IFF Transponder Mode Selector Switch, AUTO/KD/+-15/KP,
IFF(57),3002,DEV6201-MAIN-BACKUP-PTR,TUMB,336,-1,0,1,IFF Transponder Device Selector Switch, WORK/RESERVE,
IFF(57),3002,DEV6201-MAIN-BACKUP-PTR,TUMB,336,1,0,1,IFF Transponder Device Selector Switch, WORK/RESERVE,
IFF(57),3003,DEV6201-NOT-USED-PTR,TUMB,332,-1,0,1,IFF Transponder Device Mode Switch, 1/2,
IFF(57),3003,DEV6201-NOT-USED-PTR,TUMB,332,1,0,1,IFF Transponder Device Mode Switch, 1/2,
IFF(57),3004,DEV6201-ERASE-COVER-PTR,TUMB,328,-1,0,1,IFF Transponder Erase Button Cover, OPEN/CLOSE,
IFF(57),3004,DEV6201-ERASE-COVER-PTR,TUMB,328,1,0,1,IFF Transponder Erase Button Cover, OPEN/CLOSE,
IFF(57),3005,DEV6201-ERASE-PTR,BTN,329,1,0,1,IFF Transponder Erase Button - Push to erase,,
IFF(57),3006,DEV6201-SOS-COVER-PTR,TUMB,330,-1,0,1,IFF Transponder Disaster Switch Cover, OPEN/CLOSE,
IFF(57),3006,DEV6201-SOS-COVER-PTR,TUMB,330,1,0,1,IFF Transponder Disaster Switch Cover, OPEN/CLOSE,
IFF(57),3007,DEV6201-SOS-PTR,TUMB,331,-1,0,1,IFF Transponder Disaster Switch, ON/OFF,
IFF(57),3007,DEV6201-SOS-PTR,TUMB,331,1,0,1,IFF Transponder Disaster Switch, ON/OFF,
IFF(57),3008,DEV6201-POWER-PTR,TUMB,383,-1,0,1,IFF Transponder Power Switch, ON/OFF,
IFF(57),3008,DEV6201-POWER-PTR,TUMB,383,1,0,1,IFF Transponder Power Switch, ON/OFF,
INT_LIGHTS_SYSTEM(23),3001,LTG-COCKPIT-OP-PTR,TUMB,682,-1,-1,1,Operator Cabin Lighting Switch, WHITE/OFF/RED,
INT_LIGHTS_SYSTEM(23),3001,LTG-COCKPIT-OP-PTR,TUMB,682,1,-1,1,Operator Cabin Lighting Switch, WHITE/OFF/RED,
INT_LIGHTS_SYSTEM(23),3002,LTG-COCKPIT-PTR,TUMB,356,-1,-1,1,Pilot Cabin Lighting Switch, WHITE/OFF/RED,
INT_LIGHTS_SYSTEM(23),3002,LTG-COCKPIT-PTR,TUMB,356,1,-1,1,Pilot Cabin Lighting Switch, WHITE/OFF/RED,
INT_LIGHTS_SYSTEM(23),3003,LTG-WHITE-PTR,TUMB,354,-1,0,1,Cargo Lighting Switch, ON/OFF,
INT_LIGHTS_SYSTEM(23),3003,LTG-WHITE-PTR,TUMB,354,1,0,1,Cargo Lighting Switch, ON/OFF,
INT_LIGHTS_SYSTEM(23),3004,LTG-WHITE-COVER-PTR,TUMB,353,-1,0,1,Cargo Lighting Switch Cover, UP/DOWN,
INT_LIGHTS_SYSTEM(23),3004,LTG-WHITE-COVER-PTR,TUMB,353,1,0,1,Cargo Lighting Switch Cover, UP/DOWN,
INT_LIGHTS_SYSTEM(23),3005,LTG-CARGO-PTR,TUMB,355,-1,-1,1,Cargo Lighting Switch, WHITE/OFF/BLUE,
INT_LIGHTS_SYSTEM(23),3005,LTG-CARGO-PTR,TUMB,355,1,-1,1,Cargo Lighting Switch, WHITE/OFF/BLUE,
INT_LIGHTS_SYSTEM(23),3008,LAMP-CONTROL-PTR,BTN,363,1,0,1,Test Warning Lights Button,,
INT_LIGHTS_SYSTEM(23),3009,LAMP-CONTROL-OP-PTR,BTN,681,1,0,1,Test Warning Lights Button,,
INT_LIGHTS_SYSTEM(23),3010,DAY-NIGHT-PTR,TUMB,362,-1,0,1,Day-Night Switch, DAY/NIGHT,
INT_LIGHTS_SYSTEM(23),3010,DAY-NIGHT-PTR,TUMB,362,1,0,1,Day-Night Switch, DAY/NIGHT,
INT_LIGHTS_SYSTEM(23),3011,FLASHER-PTR,TUMB,364,-1,0,1,Blinker Switch, ON/OFF,
INT_LIGHTS_SYSTEM(23),3011,FLASHER-PTR,TUMB,364,1,0,1,Blinker Switch, ON/OFF,
INT_LIGHTS_SYSTEM(23),3012,RED-LTG1-PTR,TUMB,148,-0.1,0,1,Transformer 1 Group Of Red Lights Right And Pilot Panel, OFF/8V/9V/10V/11V/12V/13V/14V/16V/18V/20V,
INT_LIGHTS_SYSTEM(23),3012,RED-LTG1-PTR,TUMB,148,0.1,0,1,Transformer 1 Group Of Red Lights Right And Pilot Panel, OFF/8V/9V/10V/11V/12V/13V/14V/16V/18V/20V,
INT_LIGHTS_SYSTEM(23),3013,RED-LTG2-PTR,TUMB,147,-0.1,0,1,Transformer 2 Group Of Red Lights Right And Pilot Panel, OFF/8V/9V/10V/11V/12V/13V/14V/16V/18V/20V,
INT_LIGHTS_SYSTEM(23),3013,RED-LTG2-PTR,TUMB,147,0.1,0,1,Transformer 2 Group Of Red Lights Right And Pilot Panel, OFF/8V/9V/10V/11V/12V/13V/14V/16V/18V/20V,
INT_LIGHTS_SYSTEM(23),3014,AUX-LTG-PTR,TUMB,822,-1,0,1,Armament Panel Red Lights Switch, ON/OFF,
